YEARS,Tourists_Number,Overnight_Stay,Tourists_Spending,Avg_Stay,Avg_Spending_Trip,Avg_Spending_Night,Province,Tourism_Type
2020,686.0,3521.0,1046.0,5.1,1525.0,297.0,Tabuk,Domestic
2020,927.9,5636.0,1169.0,6.1,1260.0,207.0,Tabuk,Domestic
2020,100.0,721.0,108.0,7.2,1084.0,150.0,Tabuk,Domestic
2020,21.0,186.0,110.0,8.7,5138.0,594.0,Tabuk,Inbound
2020,3.0,46.0,21.0,14.8,6830.0,463.0,Tabuk,Inbound
2020,1.0,6.0,3.0,8.3,4153.0,501.0,Tabuk,Inbound
2020,17.7,134.1,86.0,7.6,4882.0,643.0,Tabuk,Inbound
2021,2288.0,12673.0,4286.0,5.5,1873.0,338.0,Tabuk,Domestic
2021,130.0,690.0,219.0,5.3,1680.0,317.0,Tabuk,Domestic
2021,181.0,799.0,427.0,4.4,2359.0,534.0,Tabuk,Domestic
2021,392.0,1843.0,935.0,4.7,2383.0,507.0,Tabuk,Domestic
2021,1407.0,8265.0,2460.0,5.9,1749.0,298.0,Tabuk,Domestic
2021,178.0,1076.0,246.0,6.0,1379.0,229.0,Tabuk,Domestic
2021,38.0,421.0,222.0,11.2,5907.0,526.0,Tabuk,Inbound
2021,2.0,7.0,9.0,3.2,3768.0,1181.0,Tabuk,Inbound
2021,298.0,1.0,1.0,7.8,4745.0,611.0,Tabuk,Inbound
2021,12.8,78.0,77.0,6.1,6061.0,988.0,Tabuk,Inbound
2021,22.0,334.0,135.0,15.0,6050.0,403.0,Tabuk,Inbound
2022,2610.0,14063.0,5378.0,5.4,2061.0,382.0,Tabuk,Domestic
2022,146.0,764.0,265.0,5.2,1822.0,348.0,Tabuk,Domestic
2022,220.0,916.0,516.0,4.2,2350.0,563.0,Tabuk,Domestic
2022,397.0,1762.0,1186.0,4.4,2983.0,673.0,Tabuk,Domestic
2022,1675.0,9761.0,3097.0,5.8,1849.0,317.0,Tabuk,Domestic
2022,172.0,861.0,314.0,5.0,1825.0,365.0,Tabuk,Domestic
2022,86.0,1259.0,306.0,14.6,3545.0,243.0,Tabuk,Inbound
2022,298.0,4.0,2.0,9.0,3350.0,372.0,Tabuk,Inbound
2022,2.0,20.0,6.0,8.9,2843.0,320.0,Tabuk,Inbound
2022,298.0,1.0,932.0,9.0,5255.0,584.0,Tabuk,Inbound
2022,83.0,1229.0,296.0,14.9,3578.0,241.0,Tabuk,Inbound
2022,1.0,5.0,2.0,6.4,2025.0,319.0,Tabuk,Inbound
2023,2817.0,18465.0,4202.0,6.6,1491.0,228.0,Tabuk,Domestic
2023,189.0,1798.0,182.0,9.5,959.0,101.0,Tabuk,Domestic
2023,294.0,953.0,196.0,3.2,667.0,206.0,Tabuk,Domestic
2023,462.0,3448.0,282.0,7.5,609.0,82.0,Tabuk,Domestic
2023,1654.0,10881.0,3330.0,6.6,2013.0,306.0,Tabuk,Domestic
2023,217.0,1385.0,212.0,6.4,980.0,153.0,Tabuk,Domestic
2023,138.0,1177.0,341.0,8.5,2472.0,290.0,Tabuk,Inbound
2023,3.0,24.0,10.0,8.4,3535.0,423.0,Tabuk,Inbound
2023,12.0,110.0,32.0,9.5,2775.0,293.0,Tabuk,Inbound
2023,11.0,82.0,23.0,7.8,2145.0,277.0,Tabuk,Inbound
2023,106.0,910.0,259.0,8.6,2446.0,284.0,Tabuk,Inbound
2023,7.0,51.0,17.0,7.2,2438.0,340.0,Tabuk,Inbound
2024,3090.0,21462.0,4880.0,6.9,1579.0,227.0,Tabuk,Domestic
2024,207.0,1926.0,216.0,9.3,1039.0,112.0,Tabuk,Domestic
2024,311.0,1188.0,181.0,3.8,582.0,152.0,Tabuk,Domestic
2024,477.0,2854.0,308.0,6.0,644.0,108.0,Tabuk,Domestic
2024,1843.0,13440.0,3795.0,7.3,2059.0,282.0,Tabuk,Domestic
2024,252.0,2054.0,381.0,8.2,1511.0,185.0,Tabuk,Domestic
2024,154.0,4581.0,932.0,29.7,6050.0,203.0,Tabuk,Inbound
2024,2.0,104.0,16.0,42.2,6607.0,157.0,Tabuk,Inbound
2024,11.0,293.0,85.0,26.3,7659.0,291.0,Tabuk,Inbound
2024,9.0,131.0,20.0,14.1,2194.0,155.0,Tabuk,Inbound
2024,126.0,3866.0,753.0,30.7,5978.0,195.0,Tabuk,Inbound
2024,5.0,186.0,58.0,35.2,10882.0,309.0,Tabuk,Inbound
