YEARS,Tourists_Number,Overnight_Stay,Tourists_Spending,Avg_Stay,Avg_Spending_Trip,Avg_Spending_Night,Province,Tourism_Type
2015,6.0,59.0,43.0,10.0,7029.0,727.0,Albaha,Inbound
2015,6.0,59.0,43.0,10.0,7029.0,727.0,Albaha,Inbound
2015,0.0,0.0,0.0,0.0,0.0,0.0,Albaha,Inbound
2015,0.0,0.0,0.0,0.0,0.0,0.0,Albaha,Inbound
2015,1041.0,8807.0,1120.0,8.5,1075.0,127.0,Albaha,Domestic
2015,947.0,7909.0,1016.0,8.4,1073.0,128.0,Albaha,Domestic
2015,33.0,269.0,39.0,8.3,1210.0,146.0,Albaha,Domestic
2015,62.4,629.1,65.0,10.1,1037.0,103.0,Albaha,Domestic
2016,1.0,2.0,0.4,3.0,720.0,240.0,Albaha,Inbound
2016,1.0,2.0,0.4,3.0,720.0,240.0,Albaha,Inbound
2016,0.0,0.0,0.0,0.0,0.0,0.0,Albaha,Inbound
2016,0.0,0.0,0.0,0.0,0.0,0.0,Albaha,Inbound
2016,1223.0,9707.0,1350.0,7.9,1104.0,139.0,Albaha,Domestic
2016,1148.0,9125.0,1269.0,8.0,1105.0,139.0,Albaha,Domestic
2016,27.0,276.0,35.0,10.4,1312.0,127.0,Albaha,Domestic
2016,49.3,307.0,47.0,6.2,950.0,152.0,Albaha,Domestic
2017,0.0,0.0,0.0,0.0,0.0,0.0,Albaha,Inbound
2017,0.0,0.0,0.0,0.0,0.0,0.0,Albaha,Inbound
2017,0.0,0.0,0.0,0.0,0.0,0.0,Albaha,Inbound
2017,0.0,0.0,0.0,0.0,0.0,0.0,Albaha,Inbound
2017,1106.0,7126.0,1028.0,6.4,929.0,144.0,Albaha,Domestic
2017,1035.0,6729.0,968.0,6.5,935.0,144.0,Albaha,Domestic
2017,33.0,122.0,21.0,3.7,646.0,175.0,Albaha,Domestic
2017,38.0,275.0,39.0,7.3,1029.0,141.0,Albaha,Domestic
2018,4.0,71.0,47.0,17.0,11481.0,664.0,Albaha,Inbound
2018,4.0,71.0,47.0,17.0,11481.0,664.0,Albaha,Inbound
2018,0.0,0.0,0.0,0.0,0.0,0.0,Albaha,Inbound
2018,0.0,0.0,0.0,0.0,0.0,0.0,Albaha,Inbound
2018,1235.0,8864.0,1380.0,7.2,1118.0,156.0,Albaha,Domestic
2018,1073.0,7683.0,1180.0,7.2,1100.0,154.0,Albaha,Domestic
2018,57.0,329.0,49.0,5.8,860.0,148.0,Albaha,Domestic
2018,105.0,852.0,151.0,8.1,1438.0,178.0,Albaha,Domestic
2019,3.0,26.0,15.0,10.0,5732.0,572.0,Albaha,Inbound
2019,3.0,26.0,15.0,10.0,5732.0,572.0,Albaha,Inbound
2019,0.0,0.0,0.0,0.0,0.0,0.0,Albaha,Inbound
2019,0.0,0.0,0.0,0.0,0.0,0.0,Albaha,Inbound
2019,1462.0,11016.0,1666.0,7.5,1140.0,151.0,Albaha,Domestic
2019,1231.0,8812.0,1364.0,7.2,1109.0,155.0,Albaha,Domestic
2019,114.0,892.0,123.0,7.8,1076.0,138.0,Albaha,Domestic
2019,117.0,1311.0,179.0,11.2,1530.0,136.0,Albaha,Domestic
2020,2.0,12.0,8.0,7.0,4906.0,698.0,Albaha,Inbound
2020,1.0,11.0,8.0,8.0,6014.0,774.0,Albaha,Inbound
2020,0.0,0.0,0.0,0.0,0.0,0.0,Albaha,Inbound
2020,0.0,1.0,0.1,4.0,399.0,100.0,Albaha,Inbound
2020,1532.0,11590.0,1545.0,7.6,1009.0,133.0,Albaha,Domestic
2020,1245.0,8760.0,1259.0,7.0,1011.0,144.0,Albaha,Domestic
2020,131.0,1179.0,144.0,9.0,1099.0,122.0,Albaha,Domestic
2020,156.1,1651.0,143.0,10.6,915.0,86.0,Albaha,Domestic
2021,1.0,5.0,3.0,8.0,4416.0,576.0,Albaha,Inbound
2021,1.0,5.0,3.0,8.0,4747.0,595.0,Albaha,Inbound
2021,0.0,0.0,0.0,0.0,0.0,0.0,Albaha,Inbound
2021,0.1,0.2,0.0,4.0,425.0,106.0,Albaha,Inbound
2021,1100.0,8743.0,1411.0,7.9,1283.0,161.0,Albaha,Domestic
2021,532.0,3371.0,586.0,6.3,1102.0,174.0,Albaha,Domestic
2021,276.0,2354.0,402.0,8.5,1455.0,171.0,Albaha,Domestic
2021,293.0,3018.0,424.0,10.3,1448.0,140.0,Albaha,Domestic
2022,4.0,41.0,9.0,10.0,2133.0,216.0,Albaha,Inbound
2022,4.0,41.0,9.0,10.0,2133.0,216.0,Albaha,Inbound
2022,0.0,0.0,0.0,0.0,0.0,0.0,Albaha,Inbound
2022,0.0,0.0,0.0,0.0,0.0,0.0,Albaha,Inbound
2022,1021.0,6623.0,1000.0,6.5,980.0,151.0,Albaha,Domestic
2022,784.0,4622.0,749.0,5.9,955.0,162.0,Albaha,Domestic
2022,100.0,744.0,107.0,7.4,1066.0,144.0,Albaha,Domestic
2022,137.0,1256.0,144.0,9.2,1057.0,115.0,Albaha,Domestic
2023,16.0,110.0,43.0,7.0,2664.0,393.0,Albaha,Inbound
2023,16.0,110.0,43.0,7.0,2664.0,393.0,Albaha,Inbound
2023,0.0,0.0,0.0,0.0,0.0,0.0,Albaha,Inbound
2023,0.0,0.0,0.0,0.0,0.0,0.0,Albaha,Inbound
2023,1071.0,7633.0,1237.0,7.1,1155.0,162.0,Albaha,Domestic
2023,785.0,5907.0,1003.0,7.5,1278.0,170.0,Albaha,Domestic
2023,122.0,629.0,101.0,5.2,828.0,160.0,Albaha,Domestic
2023,165.0,1097.0,134.0,6.7,813.0,122.0,Albaha,Domestic
2024,8.0,54.0,22.0,7.0,2734.0,410.0,Albaha,Inbound
2024,8.0,54.0,22.0,7.0,2734.0,410.0,Albaha,Inbound
2024,0.0,0.0,0.0,0.0,0.0,0.0,Albaha,Inbound
2024,0.0,0.0,0.0,0.0,0.0,0.0,Albaha,Inbound
2024,1127.0,10346.0,1123.0,9.2,997.0,109.0,Albaha,Domestic
2024,791.0,7108.0,844.0,9.0,1067.0,119.0,Albaha,Domestic
2024,107.0,971.0,105.0,9.1,982.0,108.0,Albaha,Domestic
2024,229.0,2266.0,174.0,9.9,762.0,77.0,Albaha,Domestic
2015,42.0,178.0,144.0,4.2,3427.0,807.0,Alqassim,Inbound
2015,16.0,79.0,63.0,5.1,4022.0,794.0,Alqassim,Inbound
2015,16.0,62.0,57.0,3.9,3537.0,907.0,Alqassim,Inbound
2015,3.0,12.7,9.0,4.3,2970.0,693.0,Alqassim,Inbound
2015,7.3,23.9,15.0,3.3,2104.0,646.0,Alqassim,Inbound
2015,947.0,3697.0,832.0,3.9,879.0,225.0,Alqassim,Domestic
2015,814.0,3170.0,745.0,3.9,915.0,235.0,Alqassim,Domestic
2015,58.0,210.0,49.0,3.6,844.0,233.0,Alqassim,Domestic
2015,35.0,148.3,20.0,4.2,582.0,137.0,Alqassim,Domestic
2015,40.1,168.9,18.0,4.2,453.0,107.0,Alqassim,Domestic
2016,34.0,114.0,89.0,3.4,2642.0,778.0,Alqassim,Inbound
2016,19.0,63.0,48.0,3.3,2531.0,763.0,Alqassim,Inbound
2016,14.0,49.0,39.0,3.5,2811.0,793.0,Alqassim,Inbound
2016,0.2,18848.0,1765.0,2.0,2092.0,1046.0,Alqassim,Inbound
2016,0.6,2.0,2.0,2.8,2429.0,866.0,Alqassim,Inbound
2016,734.0,3377.0,757.0,4.6,1032.0,224.0,Alqassim,Domestic
2016,563.0,2584.0,622.0,4.6,1105.0,241.0,Alqassim,Domestic
2016,96.0,486.0,82.0,5.1,856.0,169.0,Alqassim,Domestic
2016,40.2,143.0,28.0,3.6,684.0,192.0,Alqassim,Domestic
2016,34.4,164.0,25.0,4.8,724.0,152.0,Alqassim,Domestic
2017,68.0,215.0,179.0,3.2,2621.0,830.0,Alqassim,Inbound
2017,21.0,70.0,64.0,3.4,3113.0,914.0,Alqassim,Inbound
2017,39.0,120.0,95.0,3.0,2410.0,792.0,Alqassim,Inbound
2017,1.0,3.0,3.0,3.0,2453.0,820.0,Alqassim,Inbound
2017,7.0,22.0,17.0,3.1,2378.0,771.0,Alqassim,Inbound
2017,908.0,3967.0,763.0,4.4,840.0,192.0,Alqassim,Domestic
2017,648.0,2692.0,565.0,4.2,872.0,210.0,Alqassim,Domestic
2017,148.0,655.0,129.0,4.4,867.0,197.0,Alqassim,Domestic
2017,49.0,380.0,31.0,7.7,634.0,82.0,Alqassim,Domestic
2017,63.0,240.0,38.0,3.8,609.0,160.0,Alqassim,Domestic
2018,75.0,244.0,190.0,3.2,2524.0,777.0,Alqassim,Inbound
2018,22.0,76.0,58.0,3.5,2660.0,767.0,Alqassim,Inbound
2018,41.0,128.0,100.0,3.2,2470.0,782.0,Alqassim,Inbound
2018,2.0,6.0,5.0,3.1,2625.0,852.0,Alqassim,Inbound
2018,11.0,34.0,26.0,3.2,2438.0,771.0,Alqassim,Inbound
2018,1072.0,6246.0,1299.0,5.8,1212.0,208.0,Alqassim,Domestic
2018,745.0,4509.0,935.0,6.1,1254.0,207.0,Alqassim,Domestic
2018,154.0,736.0,175.0,4.8,1139.0,238.0,Alqassim,Domestic
2018,57.0,397.0,49.0,6.9,858.0,124.0,Alqassim,Domestic
2018,116.0,603.0,140.0,5.2,1210.0,232.0,Alqassim,Domestic
2019,110.0,437.0,406.0,4.0,3690.0,929.0,Alqassim,Inbound
2019,29.0,95.0,85.0,3.3,2919.0,888.0,Alqassim,Inbound
2019,49.0,149.0,110.0,3.0,2253.0,741.0,Alqassim,Inbound
2019,16.0,144.0,175.0,9.1,10973.0,1211.0,Alqassim,Inbound
2019,16.0,49.0,37.0,3.0,2262.0,751.0,Alqassim,Inbound
2019,1445.0,9020.0,1871.0,6.2,1295.0,207.0,Alqassim,Domestic
2019,859.0,5211.0,1235.0,6.1,1437.0,237.0,Alqassim,Domestic
2019,313.0,1964.0,341.0,6.3,1089.0,174.0,Alqassim,Domestic
2019,106.0,744.0,97.0,7.0,917.0,131.0,Alqassim,Domestic
2019,166.0,1101.0,197.0,6.6,1189.0,179.0,Alqassim,Domestic
2020,39.0,250.0,122.0,6.5,3167.0,488.0,Alqassim,Inbound
2020,25.0,209.0,88.0,8.5,3580.0,422.0,Alqassim,Inbound
2020,8.0,25.0,20.0,3.0,2401.0,812.0,Alqassim,Inbound
2020,0.4,1.0,1.0,3.0,3038.0,1017.0,Alqassim,Inbound
2020,4.9,14.0,12.0,2.9,2423.0,843.0,Alqassim,Inbound
2020,2038.0,11335.0,1818.0,5.6,892.0,160.0,Alqassim,Domestic
2020,935.0,4842.0,954.0,5.2,1020.0,197.0,Alqassim,Domestic
2020,527.0,2914.0,446.0,5.5,847.0,153.0,Alqassim,Domestic
2020,181.4,1119.0,128.0,6.2,705.0,114.0,Alqassim,Domestic
2020,394.2,2460.0,289.0,6.2,734.0,118.0,Alqassim,Domestic
2021,56.0,405.0,239.0,7.2,4253.0,589.0,Alqassim,Inbound
2021,46.0,371.0,216.0,8.0,4664.0,582.0,Alqassim,Inbound
2021,7.0,23.0,16.0,3.5,2380.0,678.0,Alqassim,Inbound
2021,1.0,4.0,3.0,3.0,2067.0,680.0,Alqassim,Inbound
2021,2.0,6.0,4.0,3.7,2319.0,623.0,Alqassim,Inbound
2021,3768.0,22722.0,3877.0,6.0,1029.0,171.0,Alqassim,Domestic
2021,1547.0,8122.0,1677.0,5.3,1084.0,206.0,Alqassim,Domestic
2021,420.0,2448.0,351.0,5.8,835.0,143.0,Alqassim,Domestic
2021,431.0,2973.0,418.0,6.9,969.0,140.0,Alqassim,Domestic
2021,1370.0,9180.0,1432.0,6.7,1045.0,156.0,Alqassim,Domestic
2022,202.0,1899.0,636.0,9.4,3153.0,335.0,Alqassim,Inbound
2022,101.0,806.0,279.0,7.9,2752.0,346.0,Alqassim,Inbound
2022,80.0,678.0,270.0,8.5,3376.0,398.0,Alqassim,Inbound
2022,15.0,366.0,73.0,24.3,4838.0,199.0,Alqassim,Inbound
2022,5.0,50.0,15.0,9.2,2671.0,292.0,Alqassim,Inbound
2022,4054.0,19498.0,4479.0,4.8,1105.0,230.0,Alqassim,Domestic
2022,2323.0,11155.0,2745.0,4.8,1182.0,246.0,Alqassim,Domestic
2022,491.0,2180.0,503.0,4.4,1024.0,231.0,Alqassim,Domestic
2022,382.0,1735.0,375.0,4.5,982.0,216.0,Alqassim,Domestic
2022,858.0,4428.0,856.0,5.2,998.0,193.0,Alqassim,Domestic
2023,126.0,814.0,288.0,6.4,2284.0,354.0,Alqassim,Inbound
2023,86.0,589.0,191.0,6.9,2228.0,324.0,Alqassim,Inbound
2023,35.0,204.0,90.0,5.8,2583.0,442.0,Alqassim,Inbound
2023,4.0,13.0,5.0,3.5,1277.0,368.0,Alqassim,Inbound
2023,2.0,8.0,2.0,4.2,1242.0,298.0,Alqassim,Inbound
2023,4565.0,27272.0,5654.0,6.0,1239.0,207.0,Alqassim,Domestic
2023,3415.0,20399.0,4212.0,6.0,1234.0,206.0,Alqassim,Domestic
2023,595.0,2609.0,678.0,4.4,1140.0,260.0,Alqassim,Domestic
2023,177.0,1083.0,302.0,6.1,1712.0,279.0,Alqassim,Domestic
2023,379.0,3182.0,462.0,8.4,1220.0,145.0,Alqassim,Domestic
2024,317.0,18848.0,1765.0,59.4,5562.0,94.0,Alqassim,Inbound
2024,261.0,15949.0,1540.0,61.0,5889.0,97.0,Alqassim,Inbound
2024,27.0,969.0,80.0,35.8,2972.0,83.0,Alqassim,Inbound
2024,12.0,783.0,55.0,66.6,4723.0,71.0,Alqassim,Inbound
2024,17.0,1146.0,90.0,66.9,5250.0,78.0,Alqassim,Inbound
2024,4872.0,31343.0,5690.0,6.4,1168.0,182.0,Alqassim,Domestic
2024,3700.0,24517.0,4567.0,6.6,1234.0,186.0,Alqassim,Domestic
2024,654.0,3398.0,624.0,5.2,954.0,184.0,Alqassim,Domestic
2024,264.0,1580.0,265.0,6.0,1006.0,168.0,Alqassim,Domestic
2024,255.0,1848.0,233.0,7.2,914.0,126.0,Alqassim,Domestic
2015,5092.0,36593.0,6482.0,7.2,1273.0,177.0,Aseer,Domestic
2015,3426.0,27804.0,4602.0,8.1,1343.0,166.0,Aseer,Domestic
2015,406.0,2051.0,741.0,5.1,1825.0,361.0,Aseer,Domestic
2015,1259.2,6737.6,1139.0,5.4,905.0,169.0,Aseer,Domestic
2015,59.0,842.0,503.0,14.2,8489.0,597.0,Aseer,Inbound
2015,41.0,440.0,335.0,10.6,8083.0,761.0,Aseer,Inbound
2015,8.0,118.0,37.0,15.5,4824.0,312.0,Aseer,Inbound
2015,10.2,283.9,131.0,27.9,12900.0,462.0,Aseer,Inbound
2016,4988.0,38995.0,7690.0,7.8,1542.0,197.0,Aseer,Domestic
2016,3009.0,24904.0,4770.0,8.3,1585.0,192.0,Aseer,Domestic
2016,363.0,2322.0,522.0,6.4,1438.0,225.0,Aseer,Domestic
2016,1616.6,11768.0,2398.0,7.3,1484.0,204.0,Aseer,Domestic
2016,4.0,24.0,14.0,6.1,3675.0,600.0,Aseer,Inbound
2016,3.0,22.0,12.0,7.2,3990.0,556.0,Aseer,Inbound
2016,187.0,3063.0,823.0,3.0,2950.0,983.0,Aseer,Inbound
2016,0.8,2.0,2.0,2.7,2621.0,969.0,Aseer,Inbound
2017,5322.0,38794.0,5889.0,7.3,1106.0,152.0,Aseer,Domestic
2017,3392.0,25196.0,3846.0,7.4,1134.0,153.0,Aseer,Domestic
2017,386.0,3475.0,493.0,9.0,1277.0,142.0,Aseer,Domestic
2017,1544.0,10123.0,1550.0,6.6,1004.0,153.0,Aseer,Domestic
2017,1.0,7.0,4.0,8.0,4571.0,571.0,Aseer,Inbound
2017,187.0,3063.0,823.0,35.5,12900.0,983.0,Aseer,Inbound
2017,187.0,3063.0,823.0,35.5,12900.0,983.0,Aseer,Inbound
2017,1.0,7.0,4.0,8.0,4571.0,571.0,Aseer,Inbound
2018,4923.0,37355.0,6077.0,7.6,1235.0,163.0,Aseer,Domestic
2018,3336.0,25232.0,4048.0,7.6,1214.0,160.0,Aseer,Domestic
2018,410.0,2737.0,542.0,6.7,1323.0,198.0,Aseer,Domestic
2018,1177.0,9385.0,1487.0,8.0,1263.0,158.0,Aseer,Domestic
2018,99.0,2703.0,362.0,27.4,3660.0,134.0,Aseer,Inbound
2018,72.0,1909.0,218.0,26.7,3050.0,114.0,Aseer,Inbound
2018,2.0,23.0,3.0,9.3,1428.0,154.0,Aseer,Inbound
2018,25.0,771.0,140.0,31.1,5640.0,181.0,Aseer,Inbound
2019,4943.0,38034.0,6409.0,7.7,1296.0,169.0,Aseer,Domestic
2019,3087.0,22993.0,4302.0,7.5,1394.0,187.0,Aseer,Domestic
2019,590.0,4599.0,654.0,7.8,1109.0,142.0,Aseer,Domestic
2019,1267.0,10441.0,1453.0,8.2,1147.0,139.0,Aseer,Domestic
2019,24.0,607.0,168.0,25.6,7070.0,277.0,Aseer,Inbound
2019,15.0,358.0,114.0,23.5,7480.0,318.0,Aseer,Inbound
2019,187.0,3063.0,823.0,7.7,3035.0,393.0,Aseer,Inbound
2019,8.0,248.0,54.0,29.3,6348.0,217.0,Aseer,Inbound
2020,4585.0,33554.0,5201.0,7.3,1134.0,155.0,Aseer,Domestic
2020,2361.0,16896.0,3309.0,7.2,1401.0,196.0,Aseer,Domestic
2020,789.0,5408.0,645.0,6.9,817.0,119.0,Aseer,Domestic
2020,1434.2,11249.0,1246.0,7.8,869.0,111.0,Aseer,Domestic
2020,15.0,143.0,43.0,9.8,2933.0,300.0,Aseer,Inbound
2020,9.0,109.0,30.0,12.0,3333.0,277.0,Aseer,Inbound
2020,187.0,3063.0,823.0,3.0,1900.0,633.0,Aseer,Inbound
2020,5.6,35.0,13.0,6.2,2291.0,371.0,Aseer,Inbound
2021,5269.0,42703.0,8183.0,8.1,1553.0,192.0,Aseer,Domestic
2021,1978.0,14722.0,3568.0,7.4,1804.0,242.0,Aseer,Domestic
2021,979.0,7811.0,1615.0,8.0,1649.0,207.0,Aseer,Domestic
